Type,ID,Name,Event
"EAN8","25387278","538727 試吃用刀子",""
"EAN8","25387308","538730 試吃用砧板",""
"EAN8","25388404","538840 塑膠防潮板6入",""
"EAN8","25466362","546636 珍珠椰果",""
"EAN8","25475128","547512 大亨堡POP",""
"EAN8","25475708","547570 茶葉蛋POP",""
"EAN8","25485172","548517 超大咖紙杯",""
"EAN8","25507751","550775 優格風味糖漿包",""
"EAN8","25668193","566819 塑膠深口湯匙100入（減塑）",""
"EAN8","25533330","553333 生理用品袋",""
"EAN8","25738629","573862 白色戀人",""
"EAN8","25738827","573882 莫西多",""
"EAN8","25748567","574856 精品咖啡桃太郎旗",""
"EAN8","29168477","916847 阿華田粉包",""
"EAN8","29348718","934871 精品咖啡外橫布旗",""
"EAN8","29460625","946062 瓶裝商品禮盒提袋（5入）",""
"EAN8","29669868","966986 防水時間貼紙",""
"EAN8","28817970","881797 咖啡杯套*50",""
"EAN8","23677852","367785 德國貝克曼博士超潔淨去漬筆",""
"EAN13","4527492224098","574540 Snaclub沖繩南高梅風味番茄乾",""
"EAN13","4710036602487","591156 靠得住茶樹舒涼棉日用23cm10片",""
"EAN13","4710036602500","656832 靠得住茶樹舒涼棉夜用28cm9片",""
"EAN13","4710085104116","131324 伯朗咖啡CAN240",""
"EAN13","4710085104130","131337 伯朗咖啡藍山風味CAN240",""
"EAN13","4710085104178","182032 伯朗咖啡曼特寧風味CAN240",""
"EAN13","4710085229536","396458 柏克金德式小麥啤酒330ml",""
"EAN13","4710088063298","380972 瑞穗鮮乳巧酥雪糕",""
"EAN13","4710088471888","543380 原味本舖牛奶花生CAN255",""
"EAN13","4710174122885","608351 微笑河馬餅（巧克力風味）",""
"EAN13","4710174122946","610165 微笑河馬餅（牛奶風味）",""
"EAN13","4711554681688","666062 UD酒精濕巾30抽 單特39元",""
"EAN13","4807770190025","273464 Kid-O三明治餅乾（奶油口味）",""
"EAN13","4903032243871","746770 日本黑雷神一口草莓巧布朗尼",""
"EAN13","4995257333109","579901 Snaclub沖繩日式梅片",""
"EAN13","8801173603546","540967 韓國MKH無窮花手洗精-襪子衣領",""
"EAN13","8801173603638","541018 韓國MKH無窮花手洗精貼身衣物",""
"EAN13","8888021100327","521217 永備碳鋅電池9V1入",""
"EAN13","8936101344359","525692 越南Tan Tan蒜辣花生",""
"EAN13","8936101345929","525728 越南Tan Tan蒜辣脆皮花生",""
"EAN13","9312931540076","613567 勁量鈕扣型鹼性電池A76",""
"EAN13","4710036542219","446080 靠得住草本抑菌日用23cm14片",""
"EAN13","4710036545524","358392 靠得住草本抑菌夜薄28cm 12片",""
"EAN13","4710088425317","705908 統一H20純水PET600",""
"EAN13","4710088471765","573406 HIS CAFE純黑咖啡CAN185",""
"EAN13","4710088471772","573411 HIS CAFE醇熟咖啡CAN185",""
"EAN13","4710110238342","305562 味味一品天香川味牛肉麵",""
"EAN13","4710699401625","351337 手摘果物-紹興梅",""
"EAN13","4710699501042","396850 手摘果物仙楂果",""
"EAN13","4711046152092","731239 UD抗菌濃縮洗衣精1.2kg（室晾）",""
"EAN13","4711438370271","577727 手摘果物 遇見梅桃",""
"EAN13","4711554681763","666060 UD涼感濕巾30抽",""
"EAN13","4901411099194","668613 KIRIN冰結STRONG華麗巨峰葡萄500",""
"EAN13","4909411077457","430604 KIRIN午後紅茶-無糖紅茶PET500",""
"EAN13","8801043018470","555859 農心辛拉麵（辣白醬風味）137g","20260814_五六日_008"
"EAN13","8801043046138","715905 農心辛炒麵辛辣白菜味（包）","20260814_五六日_009"
"EAN13","8801045570082","353181 不倒翁金拉麵辛辣杯麵",""
"EAN13","8858223028286","549690 Sweetory迷你脆脆條-椒鹽",""
"EAN13","9300682036986","898950 麥提莎麥芽脆心黑巧克力37g",""
"EAN13","9310161020351","691023 澳洲Bulla特濃雙層巧克力雪糕",""
"EAN8","25940794","594079 新UNIDESIGN新柔感抽衛",""
"EAN8","93682268","186256 麥提莎巧克力",""
"EAN8","27495988","749598麻辣鍋貼",""
"EAN8","25761344","576134 6mm PLA一般細吸管",""
"EAN8","25768527","576852 大亨堡專用L型紙袋500入",""
"EAN8","25771367","577136 現蒸地瓜專用袋200個",""
"EAN8","25778151","577815 芋圓",""
"EAN8","25803235","580323 大捲筒衛主紙（12A）",""
"EAN8","25803822","580382 擦手紙（20入）",""
"EAN8","25803860","580386 萬用紙巾（30入）",""
"EAN8","25816372","581637 青梅糖漿",""
"EAN8","25933451","593345 EVERSYS咖啡藥球",""
"EAN8","25854862","585486 果糖*20",""
"EAN8","25978759","597875 精品專用試飲杯",""
"EAN8","26034768","603476 滷味開鍋包12入",""
"EAN8","26034539","603453 滷味補充包24入",""
"EAN8","26065793","606579 交貨便120公分箱$25",""
"EAN8","26126401","612640 芋泥",""
"EAN8","26171524","617152 燕麥奶",""
"EAN8","26227542","622754 黑糖珍珠",""
"EAN8","26435886","643588 藍色魔布2入",""
"EAN8","26457345","645734 紅茶茶葉",""
"EAN8","26633770","663377 咖啡豆密封棒（4A）",""
"EAN8","26754352","675435 原黒色垃圾袋30入",""
"EAN8","26757193","675719 經濟交貨便傳用袋$3",""
"EAN8","26817965","681796 冰淇淋",""
"EAN8","26943749","694374 香草焦糖風味瑪奇朵糖漿",""
"EAN8","26944944","694494 黃金榛果太妃風味糖漿",""
"EAN8","26966984","696698 焙烤榛果風拿鐵糖漿",""
"EAN8","26968667","696866 交貨便IBON貼紙捲（北）",""
"EAN8","26966991","696699 太妃焦糖風味瑪奇朵糖漿",""
"EAN8","26974392","697439 皇家伯爵紅茶粉包（冷熱共用）",""
"EAN8","26999234","699923 郵局便利袋1號包",""
"EAN8","26999456","699945 郵局便利袋2號包",""
"EAN8","27095010","709501 105 經濟宅急便外箱",""
"EAN8","27036778","703677 交貨便IBON貼紙捲（南）",""
"EAN8","27116241","711624 養樂多吸管100支",""
"EAN8","27159842","715984 芥茉醬",""
"EAN8","27159972","715997 酸黃瓜醬",""
"EAN8","27165744","716574 鮮食試吃杯",""
"EAN8","27297681","729768 贅澤八女抹茶拿鐵粉包（冷熱共用）",""
"EAN8","27418536","741853 包子品名貼纸",""
"EAN8","27420294","742029 廁所清潔表",""
"EAN8","27427576","742757 低溫警告標示牌",""
"EAN8","27427736","742773 7-ELEVEn LOGO靜貼",""
"I35","27495254","749525 晶英-麻辣奶油鮮蝦義大利麵",""
"I35","27497036","749703 星級饗宴晶英三杯蛤蜊飯糰",""
"EAN8","27749234","774923 試吃竹籤（60支）",""
"EAN8","27840344","784034 單杯青茶茶葉",""
"EAN8","28056928","805692 廁所專用垃圾桶35L",""
"EAN8","28079842","807984 10mm可分解耐熱吸管 *100支粗吸管",""
"EAN8","28164883","816488 廁所專用垃圾桶46L",""
"EAN8","28304814","830481 所長茶葉蛋專用袋",""
"EAN8","28428534","842853 折疊式禮盒架金布",""
"EAN8","28805687","880568 4X6貼紙專用紙",""
"EAN8","28813736","881373 LED緊急出口燈",""
"EAN8","28815068","881506 抽取式自用衛生紙",""
"EAN8","28815358","881535 藍色垃圾袋50入",""
"EAN8","28816904","881690 茶葉蛋墊高架",""
"EAN8","28817840","881784 地滑警示牌",""
"EAN8","28824114","882411 叉子100入（減塑）",""
"EAN8","28829898","882989 咖啡試飲杯（咖啡標）",""
"EAN8","28844327","884432 次氯酸水抗菌液5L （定貨品號有分區域）",""
"EAN8","28887126","888712 S60冷凍專用箱（小）$12",""
"EAN8","28889175","888917 S90冷凍專用箱（大）$20",""
"EAN8","29164295","916429 精品咖啡櫥窗掛軸",""
"EAN8","29737888","973788 味味A排骨雞風味乾麵（包）",""
"EAN8","29800490","980049 公賣局空箱",""
"EAN8","29906314","990631 預購單",""
"EAN13","4718201210550","379954 易口舒脆皮軟心薄荷糖-勁爽薄荷",""
"I35","27557112","755711 鮮蝦翻轉沙拉",""
"I35","27562185","756218 這不是滷肉飯（滷肉米型麵）",""
"I35","27570555","757055 翻轉肉鬆飯糰",""
"I24","27556788","755678 這不是菠蘿麵包（奶油餅乾）",""
"I24","27558140","755814 這不是抹茶鬆餅（芥末風味）",""
"EAN13","4710022077640","749241 可樂果濃厚臭豆腐口味",""
"EAN13","4710088824820","757505 統一布丁（焦糖出走咘布）100g",""
"EAN13","4710174126401","758098 三色豆風味巧克酥",""
"EAN13","4710199115800","751455 一度贊香菜牛肉麵",""
"EAN13","4710250203804","757907 杜老爺甜筒-花生香菜冰淇淋",""
"EAN13","8809719730954","757400 韓國拉麵造型杯冰-焦糖風味",""
"I35","27311486","731148",""
"EAN13","4710043054408","603486 福樂Q果優酪雪糕芒果芝芝",""
"EAN13","4710339007828","628899 福樂Q果草莓覆盆莓優酪",""
"EAN13","4710339007873","691880 福樂Q果藍莓覆盆莓優果昔210ML",""
"EAN13","4710339006784","581185 福樂燕麥草莓優酪150g",""
"EAN13","4710339007606","388606 福樂Q果葡萄奇異果優酪135G",""
"EAN13","8935084104295","714166 越南HIS&HERS香菜腰果",""
"EAN13","4012922833679","392549哈維士雪茄黃10支裝",""
"EAN13","4012922833716","392371哈維士雪茄紅10支裝",""
"EAN13","4012922850294","392362燭光原味雪茄",""
"EAN13","4012922850379","392527 哈維士雪茄白10支裝",""
"EAN13","4030600166161","527738 大衛杜夫醇萃（醇纖1mg）20支",""
"EAN13","4030600166208","527745大衛杜夫醇萃（醇纖4mg）20支",""
"EAN13","4030600178089","403379威仕25-藍25支",""
"EAN13","4030600190173","402486 纖白大衛杜夫香煙",""
"EAN13","4030600190265","402130 纖藍大衛杜夫香菸",""
"EAN13","4030600190357","398843大衛杜夫醇萃香煙20支",""
"EAN13","4030600190388","404126 大衛杜夫醇萃香煙勁黑",""
"EAN13","4030600206874","440266大衛杜夫醇萃香煙淺棕20支",""
"EAN13","4030600223406","562176 大衛杜夫醇萃香煙（醇白）20支",""
"EAN13","4030600235713","630600 威仕25-紅25支",""
"EAN13","4030600241462","656682 寶仕20-藍20支",""
"EAN13","4030600337202","478389大衛杜夫醇萃（醇纖5mg）20支",""
"EAN13","4030600338162","556636 大衛杜夫香煙（D調系列10毫克）",""
"EAN13","4030600338193","556868大衛杜夫香煙（D調系列7毫克）",""
"EAN13","4030600338223","556598 大衛杜夫香煙（D調系列5毫克）",""
"EAN13","4033100022654","399559七星酷黑20支",""
"EAN13","4033100022685","399542七星酷藍20支",""
"EAN13","4033100034237","399552 七星酷銀20支",""
"EAN13","4033100051623","399507 雲絲頓紫旋風20支",""
"EAN13","4033100068447","398265 樂迪25-紅25支",""
"EAN13","4033100068478","398263 樂迪25-藍25支",""
"EAN13","4033100076534","396065七星香菸24支",""
"EAN13","4033100076565","396007七星天藍香菸24支",""
"EAN13","4033100095283","395643 樂迪23 紫薄荷23支",""
"EAN13","4069400740110","402858威力格香草小雪茄",""
"EAN13","4711588010249","639389 馬爾斯沁黎雙晶球超細支菸",""
"EAN13","4711588170103","393925 新樂園10號香菸",""
"EAN13","4711588170202","398068 長壽黃硬盒菸",""
"EAN13","4711588170509","393873長壽白軟包菸",""
"EAN13","4711588170608","398120 尊爵白金G10",""
"EAN13","4711588170707","395749 馬爾斯M9",""
"EAN13","4711588170806","393872 尊爵G7",""
"EAN13","4711588170905","398289 尊爵G3",""
"EAN13","4711588171100","395082長壽白軟包7毫克菸",""
"EAN13","4711588171209","398128 尊爵白金G6",""
"EAN13","4711588171308","393868 尊爵G1",""
"EAN13","4711588171407","394886 尊爵白金Gl國際包",""
"EAN13","4711588171506","396561 尊爵白金纖細GS",""
"EAN13","4711588171704","393927 新樂園7號香菸",""
"EAN13","4711588171803","393881 新樂園5號香菸",""
"EAN13","4711588172008","398290 尊爵G2",""
"EAN13","4711588172107","393869 新樂園1號香菸",""
"EAN13","4711588172305","391477 馬爾斯長支5毫克菸",""
"EAN13","4711588172404","396553 馬爾斯長支2毫克菸",""
"EAN13","4711588172503","395753 尊爵G5",""
"EAN13","4711588172701","395085維斯塔5毫克",""
"EAN13","4711588172800","396547 馬爾斯綠星球菸",""
"EAN13","4711588173401","639386 馬爾斯M6",""
"EAN13","4711588178307","397974 LaRose玫瑰冰心涼菸",""
"EAN13","4711588180805","611229 金絲頓8毫克菸",""
"EAN13","4711588701901","660990 馬爾斯長支23M8",""
"EAN13","4711588702403","702408 馬爾斯水星球菸",""
"EAN13","4711928520865","660754 倫敦登喜路極光雙晶球",""
"EAN13","4711928521206","553369 皇家寶馬香菸7號-25支",""
"EAN13","4711928521220","610281 皇家寶馬香菸10號-25支",""
"EAN13","4711928521619","577526日本肯特SSSpark晶球涼菸5號",""
"EAN13","4711928522340","405433（小）日本肯特長支香菸6號",""
"EAN13","4711928522357","405617日本肯特SS1號",""
"EAN13","4711928523088","405437日本肯特SSSpark晶球涼菸1號",""
"EAN13","4711928523316","399432 鴻運雙晶球薄荷香菸-紫X綠",""
"EAN13","4711928523736","396232鴻運香菸-Lucky7號",""
"EAN13","4711928523965","408612倫敦登喜路SL白1毫克",""
"EAN13","4711928523989","406573 倫敦登喜路SL金4毫克",""
"EAN13","4711928524443","403081 五五五香菸10毫克",""
"EAN13","4711928524481","398333 風格纖細薄荷香菸",""
"EAN13","4711928524566","400431 倫敦登喜路隨選Switch香菸3號",""
"EAN13","4711928525402","985755 倫敦登喜路香菸3毫克",""
"EAN13","4711928525525","514999 倫敦登喜路濃縮香菸1毫克",""
"EAN13","4711928525556","515118 倫敦登喜路精裁藍隨選晶球",""
"EAN13","4711928525600","399056 倫敦登喜路精裁7毫克香菸",""
"EAN13","4711928525648","399027 倫敦登喜路精裁4毫克香菸",""
"EAN13","4711928525662","402123 倫敦登喜路精裁1毫克香菸",""
"EAN13","4711928526386","408610 倫敦登喜路SL藍7毫克",""
"EAN13","4711928526546","408609倫敦登喜路SL紅10毫克",""
"EAN13","4711928527093","985762 倫敦登喜路香菸10毫克",""
"EAN13","4711928527635","285757 倫敦登喜路香菸6毫克",""
"EAN13","4711928529875","399497 皇家寶馬薄荷晶球香菸5號",""
"EAN13","4713268580059","399493 樂迪25香白4毫克25支",""
"EAN13","4713268580356","411838 雲絲頓天香5毫克20支",""
"EAN13","4713268580950","406535 和平9毫克",""
"EAN13","4713268580974","406533 和平6毫克",""
"EAN13","4713268581230","599437 峰味萃晶球工藝香菸7毫克20支",""
"EAN13","4713268581292","545258 七星雙味晶球細長支5毫克20支",""
"EAN13","4713268581995","612879 佳士達晶球二二拍 22支",""
"EAN13","4713268582015","603138 佳士達3毫克20支",""
"EAN13","4713268582114","652109 樂迪25 香白1毫克25支",""
"EAN13","4713268582176","710645 雲絲頓天香3毫克20支",""
"EAN13","4713268582374","717081 黑七星4毫克20支",""
"EAN13","4713268582473","765368 佳士達晶球二二拍6毫克22支",""
"EAN13","4713268582497","750698 七星實驗室M5呱綠色晶球20支",""
"EAN13","4713268582589","823468樂迪25香白8毫克25支",""
"EAN13","4713268582633","808209 佳士達1毫克20支",""
"EAN13","4713268582657","832543 雲絲頓25-紅25支",""
"EAN13","4713268582671","832449 雲絲頓25-藍25支",""
"EAN13","4713268582695","841137 和平3毫克20支",""
"EAN13","4713268582718","880988 金峰 20支",""
"EAN13","4713268582794","343896 雲絲頓天香7毫克",""
"EAN13","4713268582817","896075 雲絲頓天香1毫克 20支",""
"EAN13","4713268582831","912698 七星風藍香菸24支",""
"EAN13","4713268582916","381049和平金長支7毫克20支",""
"EAN13","4713268582930","381047 和平銀長支4毫克20支",""
"EAN13","4713268582992","980130 雲絲頓呱旋風6毫克22支",""
"EAN13","4713268583098","365326 七星國際7毫克20支",""
"EAN13","4713268584118","315251 雲摩爾XS25紅",""
"EAN13","4713268584132","315907 雲摩爾XS 25藍",""
"EAN13","4713268584408","619398 黑七星冰薄荷5毫克",""
"EAN13","4713268584446","727577 駱駝奶白工藝香菸5毫克",""
"EAN13","4713268584460","727581 駱駝綠工藝晶球香菸5毫克",""
"EAN13","4902210200804","398029 七星天藍硬盒",""
"EAN13","4902210202402","399525 七星風藍硬盒",""
"EAN13","4902210222301","397321 七星LSS清藍3毫克",""
"EAN13","4902210222509","395407 七星特仕香煙",""
"EAN13","4902210222707","399649 七星特仕天藍",""
"EAN13","4902210223209","399539 峰黑20支",""
"EAN13","4902210231402","399601 七星冰晶長支1毫克20支",""
"EAN13","4902210247502","399588 佳士達7毫克",""
"EAN13","4902210332901","406587 黑七星10毫克20支",""
"EAN13","4902210333205","406647 黑七星7毫克20支",""
"EAN13","7460402100150","398985黑船長原味小雪茄",""
"EAN13","7610083215197","402768威力格7號雪茄",""
"EAN13","8710151606304","392396 黑惡魔香菸",""
"EAN13","8801116000227","681870叡頌YoGo香菸20支",""
"EAN13","8801116003907","398243寶亨Mojito香菸",""
"EAN13","8801116006199","398092愛喜藍晶靈香菸4毫克",""
"EAN13","8801116006441","398096 愛喜薄荷晶球香菸5毫克",""
"EAN13","8801116007981","410708 寶亨法藍絲晶球香菸",""
"EAN13","8801116008797","398095 寶亨3號香菸",""
"EAN13","8801116008858","398148寶亨9號mojito雙晶球香菸",""
"EAN13","8801116008872","398255寶亨1號香菸",""
"EAN13","8801116008896","398133愛喜香煙4毫克",""
"EAN13","8801116008919","398124 寶亨6號香菸",""
"EAN13","8801116008957","609536 小寶亨BlueLabel6號20支",""
"EAN13","8801116008971","398156 寶亨Mojito1號晶球香菸",""
"EAN13","8801116008995","398258（小）愛喜紫晶靈香菸1毫克",""
"EAN13","8801116017584","773175小寶亨BlueLabel 1號20支",""
"EAN13","8801116019205","943985寶亨大地紅20支",""
"EAN13","8801116031566","539298 寶亨黃SAWA香菸20支",""
"EAN13","8801116031580","398918 寶亨綠SAWA香菸",""
"EAN13","8801116048335","585439 寶亨紫SAWA香菸",""
"EAN13","8801116053667","648239寶亨金SAWA香菸",""
"EAN13","8801116057511","686829寶亨CLASICO棕7",""
"EAN13","8801116060870","716539（小）寶亨紳選-格藍",""
"EAN13","8801116061242","727439 寶亨午後5毫克",""
"EAN13","8801116063857","746139 愛喜雙紫1毫克",""
"EAN13","8801116064052","727531 伊歐尼紫色1號",""
"EAN8","01235637","399490 雲摩爾XS長支-藍20支",""
"EAN8","40329109","399636 雲摩爾XS香菸-藍20支",""
"EAN8","40329598","398034 雲絲頓香菸-銀",""
"EAN8","40329901","398259 雲摩爾XS香菸-紅20支",""
"EAN8","40331485","398222 雲摩爾XS1毫克20支",""
"EAN8","40331928","398038 雲絲頓1毫克",""
"EAN8","42137009","399487 雲摩爾XS長支-紅20支",""
"EAN8","45108167","398218 七星雙味晶球5毫克",""
"EAN8","45113642","395464七星雙味晶球",""
"EAN8","47117211","398180 維珍妮冰珠20支薄荷香菸",""
"EAN8","47117334","557170 大樂邁綠25支薄荷香菸",""
"EAN8","47117341","400608 大樂邁藍25支香菸",""
"EAN8","47117358","400628 大樂邁紅25支香菸",""
"EAN8","47117419","398121 萬寶路20支香菸",""
"EAN8","47117433","400612 萬寶路金20支香菸",""
"EAN8","47117488","398982 萬寶路金工藝CRAFTED20支香菸",""
"EAN8","47117501","399478 百樂門20支香菸",""
"EAN8","47117518","398102 百樂門湛藍20支香菸",""
"EAN8","47117778","590467 大樂邁銀25支香菸",""
"EAN8","47118317","703415 七星加熱菸棕銅20支",""
"EAN8","47118324","703417七星加熱菸安珀20支",""
"EAN8","47118331","703409七星加熱菸海藍20支",""
"EAN8","47118348","703422 七星加熱菸天青20支",""
"EAN8","47118355","703429 七星加熱菸炫晶20支",""
"EAN8","47118362","703490七星加熱菸極紫20支",""
"EAN8","47151215","186764 雙效香煙濾嘴",""
"EAN8","49400175","399515 峰香煙硬盒",""
"EAN8","49400311","399548 峰白金20支",""
"EAN8","49400403","395403七星軟包20支",""
"EAN8","49400762","399648七星天藍軟包",""
"EAN8","49401042","395439七星國際包",""
"EAN8","49401196","399653七星硬盒20支",""
"EAN8","49401226","395556 七星1毫克硬盒",""
"EAN8","49401523","399565 佳士達 5毫克",""
"EAN8","59076360","403369 純白大衛杜夫香煙",""
"EAN8","59076377","403368 至尊大衛杜夫香煙（金）",""
"EAN8","59076384","398851 金裝大衛杜夫香煙",""
"EAN8","59076391","402128大衛杜夫香煙黑",""
"EAN8","59076407","403348天藍大衛杜夫香煙",""
"EAN8","59076421","402489 纖秀大衛杜夫香煙",""
"UPCA","025900219680","688759鬥牛超細原味雪茄",""
"EAN13","4514062222813","575224 味覺糖e-ma葡萄風味珍珠喉糖",""
"EAN13","4514062257334","678657 味覺糖e-ma綜合水果風味喉糖","20260814_五六日_014"
"EAN13","4710088832450","726445 小時光麵館辛辣香菇風味（包）",""
"EAN13","4710209997518","608208 葡萄王超能7益菌（90入）",""
"EAN13","4710626195610","380739 愛之味麥仔茶PET590",""
"EAN13","4711126605197","970543 HM-香烤零食-蜜汁雞里肌100g",""
"EAN13","4714686008132","835120 偉嘉貓食濕糧海陸饗宴餐185g",""
"EAN13","4714686008149","835114 偉嘉貓食濕糧海洋鮮魚餐185g",""
"EAN13","4901777211742","382412 微醉雞尾酒-葡萄沙瓦",""
"EAN13","4962656191319","314075 沖繩Orion奧利恩零糖質啤酒","20260814_五六日_025"
"EAN13","6915878220938","752296 可樂娜啤酒330ML瓶",""
"EAN13","7610046000303","694639 瑞士Kagi黑巧克力風味威化餅乾",""
"EAN13","9334214024974","613412 Sheba鮮饌包鮪魚（魚凍）70g",""
"EAN13","9334214025025","613327 Sheba鮮饌包鮪魚及鯛魚（魚凍）70g",""
"EAN13","9414882439758","652438 紐西蘭ETA波浪洋芋片酸奶洋蔥",""
"EAN13","9414882439789","652456 紐西蘭ETA波浪厚切洋芋片-鹽味",""
"EAN13","9414882462411","721440 紐西蘭ETA波浪洋芋片酸黃瓜",""
"EAN8","40331911","398037 雲絲頓香菸-紅",""
"EAN8","24770699","477069 進貨用-媽祖庇佑隨取卡2026",""
"EAN8","24129282","412928（區）海之脆-小怪獸辣味烤海苔",""
"EAN13","8809784600152","513710 Torriden 5重分子釘護唇精華",""
"EAN13","4710007682302","477114（實）福源花生醬蛋捲單支",""
"EAN13","4710022055228","309912 萬歲牌蜜脆雙果隨手包",""
"EAN13","4710174125022","640849 KING堅果隨手包-蔓越莓夏豆",""
"EAN13","4710174125039","640847 KING堅果隨手包-櫻桃腰果",""
"EAN13","4712896070864","739005（實）聖保羅糖酥可頌捲-訂1來8",""
"EAN13","4712947660006","739524（實）愛荳屋-楓糖牛奶夏威夷豆塔",""
"EAN13","4712947682466","484660（實）青鳥旅行原味肉鬆蛋捲單支",""
"EAN13","4713575100155","412267 我的健康日記最近太操勞單日份",""
"EAN13","4713575100162","412214 我的健康日記最近火氣大單日份",""
"EAN13","4713575100186","387213 我的健康日記好像吃太油單日份",""
"EAN13","4713575142346","652551 我的健康日記燃切酵素2入",""
"EAN13","4713575133863","563087 利捷維B群C牛磺酸發泡錠（檸檬）",""
"EAN13","4713575133849","563057 利捷維有酵C+D3鋅發泡錠（柳橙）",""
"EAN13","8801128283847","712217 SEVENTEEN辣炒年糕（起司）",""
"EAN13","8801128283830","712216 SEVENTEEN辣炒年糕（辣味）",""
"EAN8","25374674","537467 塑膠補貨台車、小烏龜",""
"EAN13","4710015123125","365293 @星巴克咖啡捲心酥禮盒",""
"EAN13","4710174114750","468042 盛香珍每日堅果禮盒",""
"EAN13","4710304102022","698532 @喜年來馬年朝隈俊男公仔蛋捲禮盒",""
"EAN13","4710363189699","561562 魔術靈浴室清潔劑噴槍檸檬500ml",""
"EAN13","4710594928166","668553 維大力X史努比疊疊杯果茶禮盒",""
"EAN13","4560412012771","659544 NIJIYA黑糖珍珠撞奶雪派",""
"EAN13","4560412012948","807824 NIJIYA巧克力雪派",""
"EAN13","4560412014805","306399 日本NIJIYA聖代-海鹽焦糖堅果",""
"EAN13","4560412014812","306103 日本NIJIYA聖代-藍莓起司蛋糕",""
"EAN13","4560412014973","389881 日本NUJIYA海鹽太妃糖雪派",""
"EAN13","4710035350082","696898 威德in-纖維",""
"EAN13","4710035368056","316165 威德-in維他命",""
"EAN13","4710035368063","316152 威德-in能量",""
"EAN13","4710035368087","389732 威德-in膠原蛋白",""
"EAN13","4710035368100","413509 威德-in綜合礦物質",""
"EAN13","4710043018172","369093 桂格原味水解雞精",""
"UPCE","01232630","399546 七星冰晶長支6毫克20支",""
"I35","23099364","309936 鮪魚肉鬆雙手卷",""
"I35","24219549","421954 阿拉斯加秋鮭鮪魚雙手卷",""
"I35","24285629","428562 御選肉鬆飯糰",""
"I35","25825060","582506 炙烤鹽蔥燒肉飯糰",""
"I35","26005652","600565 雙蔬鮪魚飯糰",""
"I35","26733005","673300 新極上飯糰-煙燻銀鮭",""
"I35","27312018","731201  哇沙米秋鮭飯糰",""
"I35","27312346","731234 石安牧場溏心蛋飯糰（圓）",""
"I35","27357736","735773 新極上飯糰-鮭魚鮭魚卵",""
"I35","27357941","735794 日本豆皮壽司",""
"I35","27358146","735814  晶英-南蠻炸雞雙享壽司",""
"I35","27597040","759704 新極上飯糰-天使紅蝦",""
"I35","27597149","759714 新極上飯糰-蔥鹽生鮭",""
"I35","27598436","759843 新極上飯糰-熟成明太子鮭魚",""
"EAN13","3080216031811","321158可倫堡1664白啤酒500ml罐",""
"EAN13","4014086090370","378111德國9.0紫珀特級啤酒",""
"EAN13","4711160001818","763466 冰火葡萄伏特加",""
"EAN13","4711160001986","606368 冰火乳酸沙瓦口味",""
"EAN13","4711160002105","931757 冰火金黃香檳",""
"EAN13","4711370482933","746233世界紀行冬瓜茉莉沙瓦330ml",""
"EAN13","4711588002657","440855金牌ONE台灣啤酒500cc罐4入",""
"EAN13","4711588002664","303009金牌ONE台灣啤酒500cc罐",""
"EAN13","4711588010096","619846台啤微醺金桔梅子330ml罐裝",""
"EAN13","4711588010911","648234台啤特釀陽光西岸IPA啤酒",""
"EAN13","4711588010935","667721台啤特釀陽光西岸IPA啤酒4入",""
"EAN13","4711588011970","692150台啤微醺荔枝檸檬330ml罐",""
"EAN13","4711588014667","727970台啤極7%香菜琴調酒330ml",""
"EAN13","4711588210458","183059台灣啤酒500cc罐.",""
"EAN13","4711588312671","603541金牌FREE啤酒風味飲料",""
"EAN13","4711588313012","346802台啤特釀向陽500ml罐装",""
"EAN13","4711588314897","581889台啤特釀向陽500ml罐裝4人裝",""
"EAN13","4711588331023","930002金牌台灣啤酒500ml罐",""
"EAN13","4711588332020","898627金牌台灣啤酒500ml罐4入",""
"EAN13","4711934575149","668309Tiger虎牌冰釀啤酒485ml罐",""
"EAN13","4711934575156","871754虎牌冰釀啤酒485ml罐4入",""
"EAN13","4711934575187","323312Tiger虎牌冰釀啤酒330ml罐",""
"EAN13","4711934575521","385949Tiger虎牌啤酒485ml罐",""
"EAN13","4711934576054","354703海尼根啤酒330cc罐4入",""
"EAN13","4711934576108","996298海尼根Silver星銀啤酒330ml罐",""
"EAN13","4711934576115","386479海尼根Siver星銀啤330ml6入",""
"EAN13","4711934576139","828921海尼根Silver星銀啤酒500ml罐",""
"EAN13","4711934576146","854041海尼根Silver星銀啤酒500ml罐4入",""
"EAN13","4713012880749","561833臺虎精釀長島冰啤500ml","20260814_五六日_027"
"EAN13","4713012881685","589041臺虎精釀百香風暴啤酒",""
"EAN13","4713012882637","753240臺虎精釀桑心太平洋啤酒500ml",""
"EAN13","4713012882811","378031臺虎精釀長島冰啤ZERO",""
"EAN13","4713012883139","722876臺虎精釀美莓哆哆啤酒",""
"EAN13","4713012883474","746197臺虎嗨啤Light罐330",""
"EAN13","4715309542927","321422 百威啤酒330ml罐啤",""
"EAN13","4718000302975","379474SUNMAI金色三麥生啤酒",""
"EAN13","4718000303682","732929SUNMAI金色三麥檸檬百香雞尾酒",""
"EAN13","4718000303996","753229金色三麥蘋什麼指使蜜調酒",""
"EAN13","4901004006714","315436Asahi生啤酒350cc",""
"EAN13","4901004006813","318402 Asahi 生啤酒500ml",""
